Geneid	SRR5364323
ENSMUSG00000082395	6
ENSMUSG00002074901	0
ENSMUSG00000093178	0
ENSMUSG00000104025	0
ENSMUSG00000100394	0
ENSMUSG00000103840	0
ENSMUSG00000087236	3
ENSMUSG00000100702	0
ENSMUSG00000104476	0
ENSMUSG00000104497	0
ENSMUSG00000087199	0
ENSMUSG00000119658	0
ENSMUSG00000067106	22
ENSMUSG00000099969	1
ENSMUSG00000100397	5
ENSMUSG00000099753	0
ENSMUSG00000118883	0
ENSMUSG00000102518	0
ENSMUSG00000103404	1
ENSMUSG00000104418	1
ENSMUSG00000103076	27
ENSMUSG00000103525	3
ENSMUSG00000090637	0
ENSMUSG00000110100	0
ENSMUSG00000103818	0
ENSMUSG00000079138	1
ENSMUSG00000064435	10
ENSMUSG00000103543	35
ENSMUSG00000041144	634
ENSMUSG00000119743	0
ENSMUSG00000101262	4
ENSMUSG00000099858	3
ENSMUSG00000101337	63
ENSMUSG00000100213	277
ENSMUSG00000103129	0
ENSMUSG00000100160	0
ENSMUSG00000101921	0
ENSMUSG00000101447	0
ENSMUSG00000081185	3
ENSMUSG00000103246	0
ENSMUSG00000098876	0
ENSMUSG00000100530	0
ENSMUSG00000104067	0
ENSMUSG00000100033	18
ENSMUSG00002075213	0
ENSMUSG00002076633	0
ENSMUSG00000101996	0
ENSMUSG00000096973	0
ENSMUSG00000064943	0
ENSMUSG00000100866	0
ENSMUSG00000101721	0
ENSMUSG00000099376	0
ENSMUSG00000097883	0
ENSMUSG00002076043	0
ENSMUSG00000099698	0
ENSMUSG00000099454	0
ENSMUSG00000051616	0
ENSMUSG00000099627	0
ENSMUSG00000099577	0
ENSMUSG00000099882	0
ENSMUSG00000101760	0
ENSMUSG00000102356	0
ENSMUSG00000099864	0
ENSMUSG00002075839	0
ENSMUSG00000100451	0
ENSMUSG00000099941	0
ENSMUSG00002075589	0
ENSMUSG00000100816	0
ENSMUSG00000100945	16
ENSMUSG00000102404	13
ENSMUSG00000100671	7
ENSMUSG00002075527	1
ENSMUSG00000101242	0
ENSMUSG00000099924	2
ENSMUSG00000099625	11
ENSMUSG00000099741	3
ENSMUSG00002076532	4
ENSMUSG00000102556	0
ENSMUSG00000042501	1
ENSMUSG00000103810	0
ENSMUSG00000083422	0
ENSMUSG00000119312	0
ENSMUSG00000081417	0
ENSMUSG00000103448	0
ENSMUSG00000103192	0
ENSMUSG00000104488	0
ENSMUSG00000100212	0
ENSMUSG00000102721	0
ENSMUSG00000100648	0
ENSMUSG00002076499	0
ENSMUSG00000099949	0
ENSMUSG00000099918	0
ENSMUSG00000103424	0
ENSMUSG00000104029	0
ENSMUSG00000101986	0
ENSMUSG00000087008	4
ENSMUSG00000066797	0
ENSMUSG00002076439	0
ENSMUSG00000100031	0
ENSMUSG00000077318	0
ENSMUSG00000101827	0
ENSMUSG00000103494	0
ENSMUSG00000101880	0
ENSMUSG00000101433	0
ENSMUSG00000056708	828
ENSMUSG00000103825	0
ENSMUSG00000099845	0
ENSMUSG00000103561	0
ENSMUSG00000101610	4
ENSMUSG00000104181	9
ENSMUSG00000118923	1
ENSMUSG00000098555	0
ENSMUSG00000097628	0
ENSMUSG00000098163	0
ENSMUSG00000103670	1
ENSMUSG00002076398	0
ENSMUSG00000101724	0
ENSMUSG00000100313	0
ENSMUSG00000100696	0
ENSMUSG00002075355	0
ENSMUSG00000072324	2
ENSMUSG00000102194	0
ENSMUSG00000103636	3
ENSMUSG00000103180	0
ENSMUSG00000101628	0
ENSMUSG00000078291	0
ENSMUSG00000102299	0
ENSMUSG00000102558	4
ENSMUSG00000033671	3615
ENSMUSG00000103717	1
ENSMUSG00000103771	1
ENSMUSG00000104518	0
ENSMUSG00000069620	0
ENSMUSG00000104219	0
ENSMUSG00002076780	0
ENSMUSG00000104388	11
ENSMUSG00000077736	0
ENSMUSG00000103123	0
ENSMUSG00000103772	1
ENSMUSG00000104210	0
ENSMUSG00000102750	0
ENSMUSG00000101934	0
ENSMUSG00000098851	0
ENSMUSG00000098273	0
ENSMUSG00000097408	15
ENSMUSG00000096939	0
ENSMUSG00000100767	0
ENSMUSG00000104396	13
ENSMUSG00000102481	0
ENSMUSG00000093254	0
ENSMUSG00000101437	1
ENSMUSG00000103506	0
ENSMUSG00000103495	0
ENSMUSG00002076346	0
ENSMUSG00000102639	0
ENSMUSG00000098923	424
ENSMUSG00000104170	0
ENSMUSG00000087782	0
ENSMUSG00000101731	2
ENSMUSG00000103085	5
ENSMUSG00000084505	0
ENSMUSG00000102664	3
ENSMUSG00000101171	0
ENSMUSG00000102982	1
ENSMUSG00000077368	0
ENSMUSG00000097711	1
ENSMUSG00000102166	0
ENSMUSG00002075174	0
ENSMUSG00000104209	0
ENSMUSG00000103505	3
ENSMUSG00000104503	5
ENSMUSG00000099693	0
ENSMUSG00000099569	2
ENSMUSG00000102687	0
ENSMUSG00000084558	0
ENSMUSG00000103979	1
ENSMUSG00000064281	4
ENSMUSG00002076475	0
ENSMUSG00000118640	0
ENSMUSG00000101279	0
ENSMUSG00002075819	0
ENSMUSG00000102588	0
ENSMUSG00000073631	0
ENSMUSG00000103492	7
ENSMUSG00000081201	3
ENSMUSG00000082193	5
ENSMUSG00000090128	0
ENSMUSG00000091876	0
ENSMUSG00000103146	3
ENSMUSG00000100436	0
ENSMUSG00000090277	0
ENSMUSG00000100042	0
ENSMUSG00000032769	2
ENSMUSG00000085563	7
ENSMUSG00000103930	0
ENSMUSG00000092245	0
ENSMUSG00000103516	0
ENSMUSG00000102858	0
ENSMUSG00000104390	3
ENSMUSG00000103178	0
ENSMUSG00000099648	0
ENSMUSG00000065192	0
ENSMUSG00000100007	5
ENSMUSG00000101700	1
ENSMUSG00000104332	0
ENSMUSG00000103630	18
ENSMUSG00000104253	87
ENSMUSG00000054135	80
ENSMUSG00000081214	14
ENSMUSG00000103260	0
ENSMUSG00000100302	1
ENSMUSG00000100230	0
ENSMUSG00000102276	0
ENSMUSG00000089888	0
ENSMUSG00000089927	0
ENSMUSG00000089802	0
ENSMUSG00000085857	1
ENSMUSG00000083582	0
ENSMUSG00000081130	0
ENSMUSG00000102006	0
ENSMUSG00000102488	0
ENSMUSG00000083584	0
ENSMUSG00000100913	0
ENSMUSG00002076253	0
ENSMUSG00000099960	0
ENSMUSG00000089274	0
ENSMUSG00000103263	0
ENSMUSG00000089190	0
ENSMUSG00000099451	0
ENSMUSG00000104180	0
ENSMUSG00000100762	0
ENSMUSG00000100405	0
ENSMUSG00000100525	0
ENSMUSG00000101495	0
ENSMUSG00000099767	3
ENSMUSG00000102801	18
ENSMUSG00000102681	2
ENSMUSG00000077472	0
ENSMUSG00000104410	0
ENSMUSG00000102521	0
ENSMUSG00000104205	0
ENSMUSG00000102902	0
ENSMUSG00000101985	0
ENSMUSG00000101994	0
ENSMUSG00000102940	9
ENSMUSG00000103914	0
ENSMUSG00000065340	0
ENSMUSG00000101006	0
ENSMUSG00000102240	0
ENSMUSG00000102457	1
ENSMUSG00000102405	0
ENSMUSG00000100959	0
ENSMUSG00000101015	0
ENSMUSG00000100093	0
ENSMUSG00000091020	0
ENSMUSG00000101640	0
ENSMUSG00000104133	1
ENSMUSG00000100272	1
ENSMUSG00000101589	25
ENSMUSG00000102048	0
ENSMUSG00000089534	0
ENSMUSG00000098443	0
ENSMUSG00000087949	0
ENSMUSG00000102868	2
ENSMUSG00000119657	0
ENSMUSG00000099895	2
ENSMUSG00000100554	1
ENSMUSG00000099473	2
ENSMUSG00000099591	1
ENSMUSG00000102001	0
ENSMUSG00000101717	1
ENSMUSG00000073735	0
ENSMUSG00000067773	0
ENSMUSG00000101685	0
ENSMUSG00000101306	0
ENSMUSG00000104519	3
ENSMUSG00000088800	0
ENSMUSG00000102723	0
ENSMUSG00000101644	0
ENSMUSG00000103824	0
ENSMUSG00000099433	0
ENSMUSG00000101385	0
ENSMUSG00000042596	0
ENSMUSG00000100720	3
ENSMUSG00000104136	5
ENSMUSG00000101130	1
ENSMUSG00000104039	0
ENSMUSG00000104378	0
ENSMUSG00000099471	19
ENSMUSG00000106307	0
ENSMUSG00002075922	0
ENSMUSG00000065687	0
ENSMUSG00000103390	0
ENSMUSG00000101117	0
ENSMUSG00000100204	9
ENSMUSG00002076883	0
ENSMUSG00000102597	0
ENSMUSG00000097260	0
ENSMUSG00000073482	3
ENSMUSG00000043760	1
ENSMUSG00000091806	0
ENSMUSG00000101853	0
ENSMUSG00000104095	0
ENSMUSG00000090142	0
ENSMUSG00000070175	0
ENSMUSG00000099906	68
ENSMUSG00000065559	0
ENSMUSG00000065480	0
ENSMUSG00000025929	0
ENSMUSG00000102503	9
ENSMUSG00000064837	0
ENSMUSG00002075552	1
ENSMUSG00000104627	1
ENSMUSG00000102642	0
ENSMUSG00002076827	0
ENSMUSG00000064823	0
ENSMUSG00000110510	0
ENSMUSG00000104415	73
ENSMUSG00000036574	0
ENSMUSG00000101328	0
ENSMUSG00000099714	0
ENSMUSG00000102121	1
ENSMUSG00000088858	0
ENSMUSG00000103030	0
ENSMUSG00000077314	0
ENSMUSG00000100929	70
ENSMUSG00000102927	4
ENSMUSG00000101122	6
ENSMUSG00000099971	0
ENSMUSG00000102633	1
ENSMUSG00002075077	0
ENSMUSG00000103609	4
ENSMUSG00000102326	1
ENSMUSG00000102391	0
ENSMUSG00000087632	1
ENSMUSG00000103808	0
ENSMUSG00000100736	1
ENSMUSG00000089670	33
ENSMUSG00000104164	10
ENSMUSG00000058603	107
ENSMUSG00000102782	3
ENSMUSG00000103999	0
ENSMUSG00000067750	0
ENSMUSG00000041722	0
ENSMUSG00000085507	0
ENSMUSG00000094926	0
ENSMUSG00000085079	0
ENSMUSG00000100225	0
ENSMUSG00000100768	0
ENSMUSG00000104121	3
ENSMUSG00000102383	0
ENSMUSG00000104400	0
ENSMUSG00000102293	1
ENSMUSG00000102649	8
ENSMUSG00000084106	914
ENSMUSG00000102571	2
ENSMUSG00000102956	0
ENSMUSG00000103984	13
ENSMUSG00000046994	892
ENSMUSG00000079440	0
ENSMUSG00000100940	0
ENSMUSG00000028033	104
ENSMUSG00000036500	0
ENSMUSG00000104138	0
ENSMUSG00000082935	196
ENSMUSG00000103748	0
ENSMUSG00000100215	132
ENSMUSG00000101945	0
ENSMUSG00000101085	0
ENSMUSG00000038349	1348
ENSMUSG00000102145	3
ENSMUSG00000100309	0
ENSMUSG00000102831	0
ENSMUSG00000101535	0
ENSMUSG00000104239	0
ENSMUSG00000102491	0
ENSMUSG00000102179	1
ENSMUSG00000103497	5
ENSMUSG00000065520	4
ENSMUSG00000100944	0
ENSMUSG00000101332	0
ENSMUSG00000103021	0
ENSMUSG00000103501	0
ENSMUSG00000026354	10
ENSMUSG00000102245	0
ENSMUSG00000103962	0
ENSMUSG00000102789	0
ENSMUSG00000088196	0
ENSMUSG00000100152	0
ENSMUSG00000100941	0
ENSMUSG00000088432	0
ENSMUSG00000100078	20
ENSMUSG00000099403	0
ENSMUSG00000097283	0
ENSMUSG00000064737	0
ENSMUSG00000103742	0
ENSMUSG00000103637	0
ENSMUSG00000104130	0
ENSMUSG00000089648	32
ENSMUSG00000094122	0
ENSMUSG00000102800	0
ENSMUSG00000103803	0
ENSMUSG00000103281	0
ENSMUSG00000100623	0
ENSMUSG00000086633	0
ENSMUSG00000104419	2
ENSMUSG00000089057	0
ENSMUSG00000102606	0
ENSMUSG00000103314	0
ENSMUSG00000101468	18
ENSMUSG00000088318	0
ENSMUSG00000073730	1
ENSMUSG00000089553	0
ENSMUSG00000102766	0
ENSMUSG00000065405	0
ENSMUSG00000097970	51
ENSMUSG00000065567	0
ENSMUSG00000100775	5
ENSMUSG00000101226	0
ENSMUSG00000097920	0
ENSMUSG00000088559	0
ENSMUSG00002076207	0
ENSMUSG00000039349	370
ENSMUSG00000103762	6
ENSMUSG00000103971	1
ENSMUSG00000070103	0
ENSMUSG00000102508	0
ENSMUSG00000102618	1
ENSMUSG00000102784	2
ENSMUSG00000102495	0
ENSMUSG00000073530	17
ENSMUSG00000047661	0
ENSMUSG00000061992	0
ENSMUSG00000104169	0
ENSMUSG00000103572	2
ENSMUSG00000103186	6
ENSMUSG00002074853	4
ENSMUSG00000105399	1
ENSMUSG00000103289	1
ENSMUSG00000103389	0
ENSMUSG00002075146	0
ENSMUSG00000105770	0
ENSMUSG00000102398	7
ENSMUSG00000097670	0
ENSMUSG00000103225	0
ENSMUSG00000073528	2
ENSMUSG00000103719	0
ENSMUSG00000088145	0
ENSMUSG00000090394	165
ENSMUSG00000089275	0
ENSMUSG00000065581	0
ENSMUSG00000065562	0
ENSMUSG00000102526	23
ENSMUSG00000089822	0
ENSMUSG00000103006	0
ENSMUSG00000079554	3
ENSMUSG00000103839	332
ENSMUSG00000026147	36
ENSMUSG00000118510	0
ENSMUSG00000103799	0
ENSMUSG00000102546	1
ENSMUSG00000103056	2
ENSMUSG00002076007	0
ENSMUSG00000103449	0
ENSMUSG00000102790	0
ENSMUSG00000102217	0
ENSMUSG00000119117	0
ENSMUSG00002076368	2
ENSMUSG00000089045	0
ENSMUSG00000100393	0
ENSMUSG00000102619	0
ENSMUSG00000104302	4
ENSMUSG00000089204	1
ENSMUSG00000097935	0
ENSMUSG00000103522	0
ENSMUSG00000104312	0
ENSMUSG00000103693	4
ENSMUSG00000104026	0
ENSMUSG00000039224	0
ENSMUSG00000104424	2
ENSMUSG00000104020	3
ENSMUSG00000103391	2
ENSMUSG00000103432	4
ENSMUSG00000077759	0
ENSMUSG00000102172	0
ENSMUSG00000103200	25
ENSMUSG00000103632	42
ENSMUSG00000104053	3
ENSMUSG00000103631	2
ENSMUSG00000077648	0
ENSMUSG00000057499	2
ENSMUSG00000089831	0
ENSMUSG00000106839	1
ENSMUSG00000107163	2
ENSMUSG00000091123	0
ENSMUSG00000103343	0
ENSMUSG00000103846	1
ENSMUSG00000103739	2
ENSMUSG00000103222	2
ENSMUSG00000103680	0
ENSMUSG00000104016	0
ENSMUSG00000119442	9
ENSMUSG00000104394	160
ENSMUSG00000104245	80
ENSMUSG00000103401	1
ENSMUSG00000118492	0
ENSMUSG00000103577	1
ENSMUSG00000103732	0
ENSMUSG00000104482	0
ENSMUSG00000100202	0
ENSMUSG00000099490	0
ENSMUSG00000059647	6
ENSMUSG00000026609	2
ENSMUSG00000101046	0
ENSMUSG00000077235	0
ENSMUSG00000084550	0
ENSMUSG00000102027	0
ENSMUSG00000100236	1
ENSMUSG00000102719	1
ENSMUSG00000064440	0
ENSMUSG00000080463	0
ENSMUSG00000064816	0
ENSMUSG00000084667	0
ENSMUSG00000077220	0
ENSMUSG00000065160	0
ENSMUSG00000065735	0
ENSMUSG00002075950	0
ENSMUSG00000064968	0
ENSMUSG00000065228	0
ENSMUSG00000101093	0
ENSMUSG00000070960	16
ENSMUSG00000088620	0
ENSMUSG00000082159	0
ENSMUSG00000102733	2
ENSMUSG00000104060	0
ENSMUSG00000101778	6
ENSMUSG00000099959	0
ENSMUSG00002076189	0
ENSMUSG00000064688	0
ENSMUSG00000103482	12
ENSMUSG00000104498	1
ENSMUSG00000104313	1
ENSMUSG00000102865	5
ENSMUSG00000102321	9
ENSMUSG00000091318	13
ENSMUSG00000089489	0
ENSMUSG00000104433	0
ENSMUSG00002076392	0
ENSMUSG00000102926	0
ENSMUSG00000095841	1
ENSMUSG00000100497	0
ENSMUSG00000102917	2
ENSMUSG00000100481	8
ENSMUSG00000100590	0
ENSMUSG00000088750	0
ENSMUSG00000101754	0
ENSMUSG00000065223	0
ENSMUSG00000103087	0
ENSMUSG00000100318	0
ENSMUSG00000101612	0
ENSMUSG00000065260	0
ENSMUSG00000102864	0
ENSMUSG00000101682	0
ENSMUSG00000103374	0
ENSMUSG00000047383	0
ENSMUSG00000077616	0
ENSMUSG00000102248	0
ENSMUSG00000097925	0
ENSMUSG00000103467	5
ENSMUSG00000093064	0
ENSMUSG00002075368	0
ENSMUSG00000100026	0
ENSMUSG00000103569	4
ENSMUSG00000103975	0
ENSMUSG00000026700	0
ENSMUSG00000066755	1
ENSMUSG00002076072	0
ENSMUSG00000102860	0
ENSMUSG00000102399	0
ENSMUSG00000103625	10
ENSMUSG00000102254	9
ENSMUSG00000103723	0
ENSMUSG00000103964	0
ENSMUSG00000103393	1
ENSMUSG00000102994	0
ENSMUSG00000103576	1
ENSMUSG00000078190	12
ENSMUSG00000070126	0
ENSMUSG00000065516	0
ENSMUSG00000089933	0
ENSMUSG00000066752	0
ENSMUSG00000091017	0
ENSMUSG00002076612	0
ENSMUSG00000103685	55
ENSMUSG00000104502	0
ENSMUSG00000103433	0
ENSMUSG00000104341	0
ENSMUSG00000102246	0
ENSMUSG00000091743	0
ENSMUSG00000102970	2
ENSMUSG00000119660	0
ENSMUSG00000064845	7
ENSMUSG00000102596	0
ENSMUSG00000098259	21
ENSMUSG00000102755	0
ENSMUSG00000100516	0
ENSMUSG00000088911	0
ENSMUSG00002075842	4
ENSMUSG00000102709	6
ENSMUSG00000104057	0
ENSMUSG00000103822	1
ENSMUSG00000049866	4717
ENSMUSG00000101736	0
ENSMUSG00000101333	0
ENSMUSG00000099544	0
ENSMUSG00000095576	0
ENSMUSG00000102700	1
ENSMUSG00000102083	1
ENSMUSG00000071890	0
ENSMUSG00000077608	0
ENSMUSG00000103102	0
ENSMUSG00000089174	0
ENSMUSG00000119403	0
ENSMUSG00000103874	0
ENSMUSG00000047384	0
ENSMUSG00000104114	0
ENSMUSG00002075930	0
ENSMUSG00000101662	0
ENSMUSG00002076983	0
ENSMUSG00000103252	3
ENSMUSG00000103195	0
ENSMUSG00000102162	0
ENSMUSG00000088951	0
ENSMUSG00000102117	3
ENSMUSG00000089700	0
ENSMUSG00002076180	0
ENSMUSG00000102442	0
ENSMUSG00000104087	0
ENSMUSG00000101951	0
ENSMUSG00000081562	0
ENSMUSG00000084400	0
ENSMUSG00002075783	0
ENSMUSG00000103215	0
ENSMUSG00000101997	0
ENSMUSG00002075076	0
ENSMUSG00000103292	0
ENSMUSG00000026012	76
ENSMUSG00000104069	0
ENSMUSG00000083118	0
ENSMUSG00000083355	0
ENSMUSG00000102549	2
ENSMUSG00000026011	1
ENSMUSG00000081382	7
ENSMUSG00000100524	1
ENSMUSG00000102499	0
ENSMUSG00000103521	0
ENSMUSG00000104098	0
ENSMUSG00000026009	0
ENSMUSG00000102561	0
ENSMUSG00000082804	0
ENSMUSG00000082661	0
ENSMUSG00000100893	0
ENSMUSG00000085248	0
ENSMUSG00000086408	0
ENSMUSG00002075578	0
ENSMUSG00000100965	0
ENSMUSG00000102168	0
ENSMUSG00000100381	0
ENSMUSG00000052062	252
ENSMUSG00000103656	0
ENSMUSG00000104402	0
ENSMUSG00000104081	0
ENSMUSG00000103002	0
ENSMUSG00000100344	0
ENSMUSG00000101509	0
ENSMUSG00000085019	0
ENSMUSG00000102359	0
ENSMUSG00000085400	7
ENSMUSG00000100750	12
ENSMUSG00000081950	0
ENSMUSG00000084333	0
ENSMUSG00000103061	0
ENSMUSG00000103978	0
ENSMUSG00000102537	2
ENSMUSG00000102612	1
ENSMUSG00000118272	0
ENSMUSG00000104002	41
ENSMUSG00000104358	28
ENSMUSG00000103716	0
ENSMUSG00000103548	2
ENSMUSG00000103760	0
ENSMUSG00000103997	0
ENSMUSG00000077231	0
ENSMUSG00000064601	0
ENSMUSG00000101714	0
ENSMUSG00000103089	1
ENSMUSG00000103096	0
ENSMUSG00000102279	0
ENSMUSG00000104348	121
ENSMUSG00000102434	2
ENSMUSG00000104523	0
ENSMUSG00000103895	0
ENSMUSG00000102648	0
ENSMUSG00000102981	0
ENSMUSG00000065533	0
ENSMUSG00000104182	0
ENSMUSG00000089790	0
ENSMUSG00000098752	0
ENSMUSG00000102523	0
ENSMUSG00000102621	1
ENSMUSG00000102841	1
ENSMUSG00000103776	0
ENSMUSG00000103597	0
ENSMUSG00000092633	0
ENSMUSG00002075163	0
ENSMUSG00000104525	1
ENSMUSG00000103867	28
ENSMUSG00000100018	0
ENSMUSG00000103493	7
ENSMUSG00000065412	0
ENSMUSG00000065548	0
ENSMUSG00000104010	35
ENSMUSG00000103443	27
ENSMUSG00000102389	3
ENSMUSG00000102897	0
ENSMUSG00000103032	5
ENSMUSG00000103320	66
ENSMUSG00000026573	2
ENSMUSG00002075650	0
ENSMUSG00000083064	0
ENSMUSG00000089967	14
ENSMUSG00000102302	283
ENSMUSG00000090322	1
ENSMUSG00000049515	10
ENSMUSG00000104427	5
ENSMUSG00000089299	0
ENSMUSG00000102401	3
ENSMUSG00000103763	17
ENSMUSG00000102236	0
ENSMUSG00002076810	0
ENSMUSG00002075165	0
ENSMUSG00000104297	0
ENSMUSG00000102307	0
ENSMUSG00000098680	1
ENSMUSG00000037432	3
ENSMUSG00000101911	0
ENSMUSG00000101958	0
ENSMUSG00000100980	3
ENSMUSG00000101414	0
ENSMUSG00000102745	0
ENSMUSG00000103059	5
ENSMUSG00000103583	2
ENSMUSG00002076323	4
ENSMUSG00002074951	2
ENSMUSG00000104474	3
ENSMUSG00000103098	3
ENSMUSG00000104517	2
ENSMUSG00000103101	0
ENSMUSG00000102565	0
ENSMUSG00000101522	0
ENSMUSG00002075583	0
ENSMUSG00000098288	0
ENSMUSG00000104306	0
ENSMUSG00000067064	0
ENSMUSG00002076221	0
ENSMUSG00000058904	0
ENSMUSG00000097001	0
ENSMUSG00000099363	0
ENSMUSG00000046300	0
ENSMUSG00000107778	0
ENSMUSG00000062497	0
ENSMUSG00000108131	0
ENSMUSG00000061616	0
ENSMUSG00000073616	1190
ENSMUSG00000100781	1
ENSMUSG00000101995	10
ENSMUSG00000065470	1
ENSMUSG00000118799	0
ENSMUSG00000100632	8
ENSMUSG00000100021	0
ENSMUSG00000086836	4
ENSMUSG00000086721	0
ENSMUSG00002076107	0
ENSMUSG00000099658	0
ENSMUSG00000102140	2
ENSMUSG00000051344	1874
ENSMUSG00000086056	1
ENSMUSG00002076371	0
ENSMUSG00000085841	0
ENSMUSG00000103073	0
ENSMUSG00000086925	7
ENSMUSG00000100503	0
ENSMUSG00000100504	0
ENSMUSG00000099383	0
ENSMUSG00000100340	0
ENSMUSG00000100439	0
ENSMUSG00000099819	0
ENSMUSG00000082565	0
ENSMUSG00000082774	0
ENSMUSG00000102870	0
ENSMUSG00000103333	0
ENSMUSG00000081623	0
ENSMUSG00000083242	0
ENSMUSG00000083289	0
ENSMUSG00000098379	0
ENSMUSG00000102337	0
ENSMUSG00002075501	0
ENSMUSG00000119799	1
ENSMUSG00000093538	0
ENSMUSG00000104365	0
ENSMUSG00000102650	2
ENSMUSG00000103780	0
ENSMUSG00000102594	0
ENSMUSG00000098407	0
ENSMUSG00000103463	0
ENSMUSG00000098829	0
ENSMUSG00000058622	0
ENSMUSG00000088850	0
ENSMUSG00000073656	2
ENSMUSG00000065694	12
ENSMUSG00000103526	0
ENSMUSG00000103267	0
ENSMUSG00000119314	0
ENSMUSG00000103110	0
ENSMUSG00000097268	7
ENSMUSG00000103375	426
ENSMUSG00000101952	0
ENSMUSG00000087374	0
ENSMUSG00002076708	0
ENSMUSG00000102559	75
ENSMUSG00000102374	47
ENSMUSG00000102776	44
ENSMUSG00000082057	18
ENSMUSG00000103706	22
ENSMUSG00000103756	19
ENSMUSG00000103382	0
ENSMUSG00000103553	6
ENSMUSG00000082769	2
ENSMUSG00000089420	0
ENSMUSG00000077328	0
ENSMUSG00000094191	0
ENSMUSG00000082212	4
ENSMUSG00000103804	49
ENSMUSG00000102193	3
ENSMUSG00000119556	0
ENSMUSG00000119049	0
ENSMUSG00000119061	6
ENSMUSG00002076073	0
ENSMUSG00002075550	0
ENSMUSG00000102658	0
ENSMUSG00000100589	0
ENSMUSG00000119190	0
ENSMUSG00000100362	0
ENSMUSG00000077255	0
ENSMUSG00000096968	4
ENSMUSG00000085280	1
ENSMUSG00000070524	12
ENSMUSG00000087131	0
ENSMUSG00000102984	0
ENSMUSG00000097480	0
ENSMUSG00000100454	11
ENSMUSG00000044757	4
ENSMUSG00000086204	0
ENSMUSG00000077745	0
ENSMUSG00000082473	0
ENSMUSG00002076414	0
ENSMUSG00000104395	0
ENSMUSG00002074910	0
ENSMUSG00000089838	97
